timestamp_ms,mid_price,spread,cancel_rate,imbalance,bid_p1,bid_s1,bid_p2,bid_s2,bid_p3,bid_s3,bid_p4,bid_s4,bid_p5,bid_s5,ask_p1,ask_s1,ask_p2,ask_s2,ask_p3,ask_s3,ask_p4,ask_s4,ask_p5,ask_s5,true_label
1704067306405,100.2356,0.03,0.1013,0.0913,100.22,21.0,100.21,103.0,100.2,26.0,100.19,113.0,100.18,24.0,100.25,45.0,100.26,50.0,100.27,38.0,100.28,41.0,100.29,65.0,none
1704067306970,100.2155,0.03,0.0561,0.1438,100.2,17.0,100.19,50.0,100.18,170.0,100.17,74.0,100.16,39.0,100.23,16.0,100.24,59.0,100.25,34.0,100.26,77.0,100.27,76.0,none
1704067308529,100.2238,0.04,0.1489,-0.2677,100.2,82.0,100.19,79.0,100.18,33.0,100.17,32.0,100.16,105.0,100.24,81.0,100.25,96.0,100.26,58.0,100.27,133.0,100.28,205.0,none
1704067310329,100.218,0.06,0.0799,0.4267,100.19,152.0,100.18,129.0,100.17,20.0,100.16,185.0,100.15,59.0,100.25,20.0,100.26,20.0,100.27,21.0,100.28,88.0,100.29,70.0,none
1704067310671,100.1897,0.06,0.2059,-0.4763,100.16,106.0,100.15,49.0,100.14,21.0,100.13,45.0,100.12,44.0,100.22,241.0,100.23,56.0,100.24,20.0,100.25,160.0,100.26,270.0,none
1704067311127,100.1998,0.06,0.0434,0.0215,100.17,54.0,100.16,80.0,100.15,82.0,100.14,98.0,100.13,113.0,100.23,33.0,100.24,138.0,100.25,170.0,100.26,29.0,100.27,39.0,wash_trading
1704067311645,100.2016,0.02,0.1374,0.1099,100.19,69.0,100.18,52.0,100.17,26.0,100.16,143.0,100.15,104.0,100.21,39.0,100.22,35.0,100.23,25.0,100.24,160.0,100.25,57.0,none
1704067312728,100.1947,0.03,0.1308,0.2949,100.18,83.0,100.17,149.0,100.16,19.0,100.15,51.0,100.14,293.0,100.21,49.0,100.22,40.0,100.23,84.0,100.24,46.0,100.25,105.0,none
1704067313827,100.2061,0.03,0.0537,-0.204,100.19,20.0,100.18,7.0,100.17,86.0,100.16,148.0,100.15,61.0,100.22,105.0,100.23,96.0,100.24,195.0,100.25,75.0,100.26,16.0,none
1704067315063,100.2321,0.12,0.0854,0.0084,100.17,106.0,100.16,27.0,100.15,65.0,100.14,140.0,100.13,80.0,100.29,28.0,100.3,30.0,100.31,102.0,100.32,213.0,100.33,38.0,none
1704067316960,100.2403,0.04,0.1681,-0.1558,100.22,69.0,100.21,90.0,100.2,8.0,100.19,93.0,100.18,84.0,100.26,245.0,100.27,50.0,100.28,90.0,100.29,63.0,100.3,23.0,none
1704067317127,100.2641,0.05,0.2273,-0.1419,100.24,86.0,100.23,194.0,100.22,84.0,100.21,31.0,100.2,119.0,100.29,136.0,100.3,62.0,100.31,89.0,100.32,108.0,100.33,289.0,none
1704067317650,100.2454,0.02,0.0332,-0.2357,100.24,11.0,100.23,80.0,100.22,45.0,100.21,11.0,100.2,20.0,100.26,52.0,100.27,42.0,100.28,67.0,100.29,34.0,100.3,75.0,none
1704067317801,100.2867,0.02,0.1211,0.0436,100.28,53.0,100.27,42.0,100.26,77.0,100.25,109.0,100.24,54.0,100.3,55.0,100.31,24.0,100.32,58.0,100.33,70.0,100.34,100.0,none
1704067319131,100.3056,0.07,0.0584,-0.0523,100.27,109.0,100.26,42.0,100.25,29.0,100.24,70.0,100.23,13.0,100.34,39.0,100.35,84.0,100.36,32.0,100.37,91.0,100.38,46.0,none
1704067319477,100.3229,0.06,0.3425,0.507,100.29,893.0,100.28,18.0,100.27,35.0,100.26,41.0,100.25,34.0,100.35,135.0,100.36,54.0,100.37,93.0,100.38,20.0,100.39,32.0,spoofing
1704067319817,100.3261,0.03,0.1324,-0.0744,100.31,15.0,100.3,56.0,100.29,51.0,100.28,44.0,100.27,282.0,100.34,43.0,100.35,65.0,100.36,278.0,100.37,52.0,100.38,82.0,none
1704067321070,100.3014,0.02,0.0372,-0.2731,100.29,21.0,100.28,31.0,100.27,59.0,100.26,14.0,100.25,32.0,100.31,119.0,100.32,35.0,100.33,65.0,100.34,35.0,100.35,21.0,none
1704067321758,100.3173,0.04,0.3051,0.4477,100.3,55.0,100.29,32.0,100.28,87.0,100.27,123.0,100.26,243.0,100.34,36.0,100.35,17.0,100.36,28.0,100.37,91.0,100.38,34.0,none
1704067323517,100.3093,0.04,0.1186,0.4112,100.29,16.0,100.28,325.0,100.27,48.0,100.26,76.0,100.25,230.0,100.33,49.0,100.34,39.0,100.35,48.0,100.36,41.0,100.37,113.0,wash_trading
1704067323949,100.2818,0.04,0.0432,-0.6439,100.26,30.0,100.25,34.0,100.24,31.0,100.23,49.0,100.22,20.0,100.3,239.0,100.31,31.0,100.32,30.0,100.33,25.0,100.34,432.0,none
1704067324076,100.2914,0.05,0.0991,-0.1149,100.27,100.0,100.26,23.0,100.25,30.0,100.24,145.0,100.23,64.0,100.32,16.0,100.33,20.0,100.34,191.0,100.35,9.0,100.36,220.0,none
1704067325354,100.2879,0.02,0.0836,0.1522,100.28,52.0,100.27,60.0,100.26,62.0,100.25,47.0,100.24,150.0,100.3,53.0,100.31,83.0,100.32,23.0,100.33,80.0,100.34,34.0,none
1704067326412,100.2848,0.03,0.1296,0.4927,100.27,30.0,100.26,21.0,100.25,221.0,100.24,63.0,100.23,21.0,100.3,18.0,100.31,28.0,100.32,18.0,100.33,2.0,100.34,55.0,none
1704067327113,100.2729,0.06,0.1366,0.0471,100.24,171.0,100.23,42.0,100.22,63.0,100.21,60.0,100.2,31.0,100.3,55.0,100.31,72.0,100.32,145.0,100.33,38.0,100.34,24.0,none
1704067328525,100.3107,0.02,0.1072,-0.2278,100.3,67.0,100.29,66.0,100.28,15.0,100.27,77.0,100.26,19.0,100.32,69.0,100.33,25.0,100.34,234.0,100.35,38.0,100.36,22.0,none
1704067329623,100.3068,0.02,0.0703,0.224,100.3,61.0,100.29,75.0,100.28,162.0,100.27,114.0,100.26,47.0,100.32,14.0,100.33,38.0,100.34,91.0,100.35,74.0,100.36,74.0,none
1704067330539,100.2569,0.03,0.1897,-0.0682,100.24,151.0,100.23,19.0,100.22,74.0,100.21,108.0,100.2,58.0,100.27,25.0,100.28,29.0,100.29,61.0,100.3,277.0,100.31,78.0,none
1704067330719,100.1963,0.05,0.0656,0.3153,100.17,49.0,100.16,25.0,100.15,67.0,100.14,36.0,100.13,382.0,100.22,83.0,100.23,19.0,100.24,81.0,100.25,33.0,100.26,75.0,none
1704067332005,100.2287,0.02,0.2484,-0.0408,100.22,43.0,100.21,82.0,100.2,34.0,100.19,134.0,100.18,48.0,100.24,78.0,100.25,88.0,100.26,106.0,100.27,87.0,100.28,11.0,wash_trading
1704067332191,100.2419,0.04,0.0921,0.3645,100.22,255.0,100.21,25.0,100.2,77.0,100.19,63.0,100.18,106.0,100.26,69.0,100.27,15.0,100.28,19.0,100.29,54.0,100.3,88.0,none
1704067332719,100.2965,0.05,0.1482,-0.106,100.27,40.0,100.26,182.0,100.25,23.0,100.24,155.0,100.23,51.0,100.32,275.0,100.33,68.0,100.34,72.0,100.35,36.0,100.36,107.0,none
1704067333391,100.3155,0.11,0.0226,-0.3101,100.26,65.0,100.25,192.0,100.24,16.0,100.23,32.0,100.22,22.0,100.37,48.0,100.38,220.0,100.39,113.0,100.4,13.0,100.41,227.0,none
1704067334109,100.2842,0.03,0.0397,-0.2051,100.27,25.0,100.26,89.0,100.25,80.0,100.24,53.0,100.23,98.0,100.3,107.0,100.31,51.0,100.32,183.0,100.33,71.0,100.34,111.0,none
1704067335004,100.276,0.07,0.0729,-0.0217,100.24,110.0,100.23,30.0,100.22,74.0,100.21,32.0,100.2,24.0,100.31,45.0,100.32,141.0,100.33,60.0,100.34,24.0,100.35,12.0,none
1704067336992,100.2584,0.02,0.2035,0.17,100.25,184.0,100.24,38.0,100.23,146.0,100.22,35.0,100.21,10.0,100.27,81.0,100.28,45.0,100.29,61.0,100.3,9.0,100.31,97.0,none
1704067338205,100.2706,0.06,0.0246,-0.378,100.24,32.0,100.23,32.0,100.22,99.0,100.21,26.0,100.2,57.0,100.3,154.0,100.31,49.0,100.32,130.0,100.33,22.0,100.34,190.0,none
1704067340137,100.2381,0.03,0.0659,-0.1975,100.22,67.0,100.21,54.0,100.2,123.0,100.19,52.0,100.18,31.0,100.25,298.0,100.26,73.0,100.27,38.0,100.28,34.0,100.29,45.0,none
1704067340870,100.2699,0.12,0.0798,0.0082,100.21,34.0,100.2,78.0,100.19,109.0,100.18,38.0,100.17,50.0,100.33,34.0,100.34,167.0,100.35,30.0,100.36,57.0,100.37,16.0,wash_trading
1704067342801,100.2713,0.06,0.0818,-0.242,100.24,42.0,100.23,12.0,100.22,40.0,100.21,31.0,100.2,52.0,100.3,33.0,100.31,54.0,100.32,127.0,100.33,23.0,100.34,53.0,none
1704067344486,100.2649,0.02,0.0513,0.4391,100.25,171.0,100.24,37.0,100.23,185.0,100.22,454.0,100.21,28.0,100.27,53.0,100.28,46.0,100.29,36.0,100.3,139.0,100.31,67.0,none
1704067346398,100.2192,0.02,0.4034,0.6541,100.21,1744.0,100.2,18.0,100.19,32.0,100.18,15.0,100.17,94.0,100.23,41.0,100.24,52.0,100.25,99.0,100.26,60.0,100.27,146.0,spoofing
1704067346914,100.2374,0.04,0.0909,0.0683,100.22,7.0,100.21,142.0,100.2,47.0,100.19,156.0,100.18,39.0,100.26,73.0,100.27,63.0,100.28,139.0,100.29,15.0,100.3,51.0,none
1704067348191,100.2462,0.04,0.027,0.1658,100.23,46.0,100.22,24.0,100.21,114.0,100.2,23.0,100.19,25.0,100.27,16.0,100.28,48.0,100.29,82.0,100.3,7.0,100.31,13.0,none
1704067349209,100.2321,0.03,0.0471,0.1856,100.22,109.0,100.21,80.0,100.2,179.0,100.19,77.0,100.18,82.0,100.25,111.0,100.26,44.0,100.27,44.0,100.28,67.0,100.29,96.0,none
1704067349360,100.2611,0.04,0.0377,-0.2251,100.24,112.0,100.23,25.0,100.22,61.0,100.21,92.0,100.2,56.0,100.28,66.0,100.29,113.0,100.3,108.0,100.31,207.0,100.32,53.0,none
1704067350137,100.2749,0.03,0.4172,0.6688,100.26,1031.0,100.25,61.0,100.24,48.0,100.23,16.0,100.22,149.0,100.29,79.0,100.3,9.0,100.31,20.0,100.32,90.0,100.33,61.0,spoofing
1704067351532,100.2755,0.05,0.4381,0.8486,100.25,1886.0,100.24,33.0,100.23,107.0,100.22,94.0,100.21,78.0,100.3,32.0,100.31,48.0,100.32,54.0,100.33,32.0,100.34,14.0,spoofing
1704067353062,100.2184,0.04,0.0211,-0.0215,100.2,42.0,100.19,12.0,100.18,57.0,100.17,211.0,100.16,110.0,100.24,106.0,100.25,118.0,100.26,71.0,100.27,127.0,100.28,29.0,none
1704067353727,100.277,0.03,0.1007,-0.1418,100.26,51.0,100.25,83.0,100.24,14.0,100.23,12.0,100.22,67.0,100.29,42.0,100.3,135.0,100.31,37.0,100.32,38.0,100.33,50.0,none
1704067355207,100.2951,0.02,0.023,-0.1511,100.29,121.0,100.28,40.0,100.27,52.0,100.26,11.0,100.25,231.0,100.31,213.0,100.32,139.0,100.33,51.0,100.34,59.0,100.35,155.0,none
1704067357149,100.2958,0.09,0.0672,0.7526,100.25,567.0,100.24,569.0,100.23,553.0,100.22,576.0,100.21,568.0,100.34,34.0,100.35,177.0,100.36,54.0,100.37,86.0,100.38,49.0,layering
1704067357593,100.29,0.04,0.0631,-0.1894,100.27,108.0,100.26,121.0,100.25,52.0,100.24,124.0,100.23,25.0,100.31,172.0,100.32,197.0,100.33,94.0,100.34,98.0,100.35,70.0,none
1704067358917,100.2825,0.05,0.1017,0.7795,100.26,447.0,100.25,431.0,100.24,430.0,100.23,440.0,100.22,455.0,100.31,38.0,100.32,30.0,100.33,116.0,100.34,33.0,100.35,56.0,layering
1704067359034,100.2722,0.05,0.0498,0.1483,100.25,223.0,100.24,20.0,100.23,45.0,100.22,30.0,100.21,46.0,100.3,16.0,100.31,56.0,100.32,67.0,100.33,91.0,100.34,40.0,none
1704067360862,100.2471,0.06,0.1553,0.1195,100.22,44.0,100.21,126.0,100.2,46.0,100.19,38.0,100.18,41.0,100.28,42.0,100.29,14.0,100.3,82.0,100.31,25.0,100.32,69.0,none
1704067361887,100.2174,0.03,0.0997,-0.5846,100.2,20.0,100.19,14.0,100.18,68.0,100.17,43.0,100.16,92.0,100.23,663.0,100.24,38.0,100.25,51.0,100.26,36.0,100.27,116.0,none
1704067362257,100.201,0.04,0.0452,0.3846,100.18,30.0,100.17,71.0,100.16,45.0,100.15,63.0,100.14,241.0,100.22,19.0,100.23,128.0,100.24,37.0,100.25,5.0,100.26,11.0,none
1704067362417,100.1951,0.03,0.0709,0.0022,100.18,11.0,100.17,65.0,100.16,58.0,100.15,74.0,100.14,23.0,100.21,29.0,100.22,47.0,100.23,129.0,100.24,8.0,100.25,17.0,none
1704067362896,100.1942,0.02,0.0953,0.5494,100.18,71.0,100.17,140.0,100.16,49.0,100.15,154.0,100.14,33.0,100.2,17.0,100.21,27.0,100.22,13.0,100.23,39.0,100.24,34.0,none
1704067363286,100.2037,0.05,0.0387,0.309,100.18,164.0,100.17,17.0,100.16,79.0,100.15,31.0,100.14,139.0,100.23,54.0,100.24,16.0,100.25,70.0,100.26,43.0,100.27,44.0,none
1704067364302,100.1945,0.05,0.0738,-0.5196,100.17,27.0,100.16,46.0,100.15,13.0,100.14,20.0,100.13,35.0,100.22,181.0,100.23,46.0,100.24,58.0,100.25,34.0,100.26,127.0,none
1704067366118,100.1473,0.03,0.1375,0.1115,100.13,67.0,100.12,34.0,100.11,48.0,100.1,127.0,100.09,23.0,100.16,36.0,100.17,45.0,100.18,24.0,100.19,78.0,100.2,56.0,none
1704067366299,100.0997,0.04,0.0682,0.1942,100.08,52.0,100.07,198.0,100.06,124.0,100.05,162.0,100.04,42.0,100.12,36.0,100.13,42.0,100.14,159.0,100.15,99.0,100.16,54.0,none
1704067367714,100.1353,0.09,0.025,-0.3502,100.09,38.0,100.08,65.0,100.07,33.0,100.06,14.0,100.05,43.0,100.18,202.0,100.19,9.0,100.2,72.0,100.21,50.0,100.22,68.0,none
1704067368844,100.141,0.08,0.0991,-0.1232,100.1,44.0,100.09,42.0,100.08,69.0,100.07,116.0,100.06,131.0,100.18,123.0,100.19,58.0,100.2,130.0,100.21,97.0,100.22,107.0,none
1704067369623,100.087,0.03,0.0295,-0.0997,100.07,52.0,100.06,71.0,100.05,98.0,100.04,60.0,100.03,35.0,100.1,78.0,100.11,38.0,100.12,59.0,100.13,54.0,100.14,157.0,none
1704067370518,100.1246,0.06,0.1392,0.1417,100.09,26.0,100.08,289.0,100.07,39.0,100.06,37.0,100.05,16.0,100.15,28.0,100.16,68.0,100.17,56.0,100.18,50.0,100.19,104.0,none
1704067371821,100.0762,0.05,0.1877,0.4417,100.05,104.0,100.04,6.0,100.03,39.0,100.02,59.0,100.01,138.0,100.1,21.0,100.11,28.0,100.12,18.0,100.13,32.0,100.14,35.0,none
1704067372314,100.1122,0.02,0.1092,0.2161,100.1,21.0,100.09,147.0,100.08,9.0,100.07,69.0,100.06,238.0,100.12,8.0,100.13,20.0,100.14,21.0,100.15,230.0,100.16,33.0,none
1704067373003,100.09,0.04,0.6449,0.7416,100.07,2378.0,100.06,41.0,100.05,47.0,100.04,46.0,100.03,83.0,100.11,210.0,100.12,99.0,100.13,48.0,100.14,8.0,100.15,20.0,spoofing
1704067374440,100.135,0.03,0.0989,-0.134,100.12,42.0,100.11,39.0,100.1,19.0,100.09,154.0,100.08,124.0,100.15,88.0,100.16,240.0,100.17,18.0,100.18,100.0,100.19,49.0,none
1704067374550,100.1715,0.04,0.029,0.1723,100.15,53.0,100.14,123.0,100.13,40.0,100.12,65.0,100.11,49.0,100.19,96.0,100.2,25.0,100.21,48.0,100.22,27.0,100.23,37.0,none
1704067375003,100.1849,0.03,0.0579,-0.1799,100.17,24.0,100.16,10.0,100.15,142.0,100.14,52.0,100.13,9.0,100.2,70.0,100.21,162.0,100.22,23.0,100.23,38.0,100.24,48.0,none
1704067375275,100.1849,0.03,0.1162,-0.3536,100.17,40.0,100.16,42.0,100.15,12.0,100.14,47.0,100.13,125.0,100.2,107.0,100.21,77.0,100.22,60.0,100.23,69.0,100.24,244.0,none
1704067376100,100.1226,0.04,0.0292,0.3203,100.1,176.0,100.09,38.0,100.08,26.0,100.07,33.0,100.06,32.0,100.14,16.0,100.15,26.0,100.16,17.0,100.17,67.0,100.18,31.0,none
1704067376795,100.1329,0.06,0.1299,0.5725,100.1,318.0,100.09,327.0,100.08,317.0,100.07,333.0,100.06,327.0,100.16,41.0,100.17,39.0,100.18,285.0,100.19,32.0,100.2,44.0,layering
1704067378014,100.1315,0.02,0.0335,0.0297,100.12,59.0,100.11,37.0,100.1,134.0,100.09,93.0,100.08,24.0,100.14,58.0,100.15,63.0,100.16,10.0,100.17,31.0,100.18,165.0,none
1704067378628,100.1424,0.04,0.0625,0.0017,100.12,56.0,100.11,23.0,100.1,29.0,100.09,172.0,100.08,21.0,100.16,51.0,100.17,76.0,100.18,42.0,100.19,19.0,100.2,112.0,none
1704067380253,100.1704,0.06,0.161,-0.2212,100.14,29.0,100.13,56.0,100.12,99.0,100.11,11.0,100.1,18.0,100.2,35.0,100.21,93.0,100.22,33.0,100.23,119.0,100.24,54.0,none
1704067381268,100.2126,0.03,0.0415,0.0805,100.2,41.0,100.19,47.0,100.18,53.0,100.17,159.0,100.16,76.0,100.23,156.0,100.24,13.0,100.25,62.0,100.26,13.0,100.27,76.0,none
1704067382785,100.2101,0.04,0.037,-0.0242,100.19,44.0,100.18,28.0,100.17,32.0,100.16,50.0,100.15,7.0,100.23,16.0,100.24,51.0,100.25,30.0,100.26,22.0,100.27,50.0,none
1704067384199,100.2747,0.05,0.3823,0.4958,100.25,1198.0,100.24,316.0,100.23,67.0,100.22,101.0,100.21,95.0,100.3,49.0,100.31,210.0,100.32,277.0,100.33,20.0,100.34,43.0,spoofing
1704067385628,100.269,0.09,0.0677,0.7442,100.22,101.0,100.21,1207.0,100.2,52.0,100.19,81.0,100.18,182.0,100.31,50.0,100.32,95.0,100.33,17.0,100.34,54.0,100.35,22.0,none
1704067385906,100.2991,0.09,0.1117,-0.0652,100.25,68.0,100.24,20.0,100.23,14.0,100.22,40.0,100.21,231.0,100.34,69.0,100.35,254.0,100.36,67.0,100.37,26.0,100.38,9.0,none
1704067387227,100.1603,0.08,0.0735,-0.1214,100.12,36.0,100.11,46.0,100.1,59.0,100.09,66.0,100.08,115.0,100.2,15.0,100.21,138.0,100.22,79.0,100.23,73.0,100.24,106.0,none
1704067389002,100.197,0.04,0.0745,0.8242,100.18,325.0,100.17,316.0,100.16,328.0,100.15,333.0,100.14,337.0,100.22,31.0,100.23,38.0,100.24,36.0,100.25,18.0,100.26,35.0,layering
1704067389874,100.1087,0.04,0.0446,0.0648,100.09,72.0,100.08,81.0,100.07,18.0,100.06,70.0,100.05,71.0,100.13,22.0,100.14,120.0,100.15,38.0,100.16,30.0,100.17,64.0,none
1704067390708,100.1245,0.06,0.326,0.8296,100.09,1778.0,100.08,18.0,100.07,48.0,100.06,37.0,100.05,41.0,100.15,46.0,100.16,73.0,100.17,16.0,100.18,21.0,100.19,23.0,spoofing
1704067391858,100.137,0.03,0.2883,0.2893,100.12,963.0,100.11,57.0,100.1,146.0,100.09,94.0,100.08,108.0,100.15,18.0,100.16,650.0,100.17,34.0,100.18,18.0,100.19,34.0,spoofing
1704067393432,100.1894,0.02,0.3875,0.7097,100.18,1917.0,100.17,58.0,100.16,68.0,100.15,99.0,100.14,90.0,100.2,30.0,100.21,138.0,100.22,56.0,100.23,52.0,100.24,103.0,spoofing
1704067394373,100.1933,0.04,0.3646,0.7642,100.17,2127.0,100.16,48.0,100.15,47.0,100.14,57.0,100.13,115.0,100.21,82.0,100.22,41.0,100.23,94.0,100.24,84.0,100.25,19.0,spoofing
1704067396301,100.1627,0.04,0.4449,0.8462,100.14,2411.0,100.13,410.0,100.12,228.0,100.11,23.0,100.1,38.0,100.18,49.0,100.19,58.0,100.2,32.0,100.21,38.0,100.22,82.0,spoofing
1704067397953,100.1832,0.03,0.0355,0.8623,100.17,565.0,100.16,576.0,100.15,569.0,100.14,580.0,100.13,550.0,100.2,70.0,100.21,24.0,100.22,54.0,100.23,46.0,100.24,16.0,layering
1704067398185,100.1568,0.03,0.0833,0.0398,100.14,78.0,100.13,41.0,100.12,49.0,100.11,57.0,100.1,10.0,100.17,71.0,100.18,45.0,100.19,22.0,100.2,50.0,100.21,29.0,none
1704067399652,100.1664,0.03,0.0906,0.4798,100.15,351.0,100.14,358.0,100.13,371.0,100.12,356.0,100.11,362.0,100.18,150.0,100.19,141.0,100.2,133.0,100.21,19.0,100.22,189.0,layering
1704067400557,100.2038,0.03,0.0983,-0.1685,100.19,82.0,100.18,58.0,100.17,25.0,100.16,23.0,100.15,44.0,100.22,59.0,100.23,64.0,100.24,120.0,100.25,43.0,100.26,40.0,none
1704067401743,100.2451,0.07,0.089,0.0572,100.21,146.0,100.2,209.0,100.19,24.0,100.18,28.0,100.17,27.0,100.28,45.0,100.29,129.0,100.3,91.0,100.31,115.0,100.32,7.0,none
1704067402934,100.3222,0.02,0.069,0.4074,100.31,33.0,100.3,46.0,100.29,57.0,100.28,373.0,100.27,156.0,100.33,126.0,100.34,40.0,100.35,45.0,100.36,44.0,100.37,25.0,none
